"Sociedad","Periodo","Ejercicio","NªDocumento SAP","Division","Fecha Contable","Fech.Documento","Tip.Document","Tip.Comproba","  Numero Factura","Cod.Proveedor SAP","Nombre Proveedor","Pais Provee","      CUIT"," Importe Factura"," Percepción IIBB","Total Otros Impues","  Base Imponible","Indicado"," Tasa IVA","   Importe IVA","Exento 7 No Imponi","Importe Percepción","Importe Ret. IVA T","Moneda"
"  AR01","6","2022","1100007850","161","  22.06.2022","  06.06.2022","     FA","     A","  0003A00004463","34257","MARQUES DE ALMEIDA ROXANA MABE","    AR","23251006814","8,685.27","0","0","7,860.00","   S3","10.5","  825.27 ","0","0","0"," ARS"
"  AR01","6","2022","1100007851","161","  22.06.2022","  06.06.2022","     FA","     A","  0003A00004464","34257","MARQUES DE ALMEIDA ROXANA MABE","    AR","23251006814","9,649.97","0","0","8,733.00","   S3","10.5","  916.97 ","0","0","0"," ARS"
"  AR01","6","2022","1100007852","5435","  22.06.2022","  06.06.2022","     FA","     A","  0003A00004465","34257","MARQUES DE ALMEIDA ROXANA MABE","    AR","23251006814","13,967.20","0","0","12,640.00","   S3","10.5","  1,327.20 ","0","0","0"," ARS"
"  AR01","6","2022","1100007853","5435","  22.06.2022","  06.06.2022","     FA","     A","  0003A00004466","34257","MARQUES DE ALMEIDA ROXANA MABE","    AR","23251006814","1,436.50","0","0","1,300.00","   S3","10.5","  136.50 ","0","0","0"," ARS"
"  AR01","6","2022","1100007864","160","  22.06.2022","  06.06.2022","     FA","     A","  0003A00004453","34257","MARQUES DE ALMEIDA ROXANA MABE","    AR","23251006814","11,950.57","0","0","10,814.99","   S3","10.5","  1,135.58 ","0","0","0"," ARS"
"  AR01","6","2022","1100007865","160","  22.06.2022","  06.06.2022","     FA","     A","  0003A00004454","34257","MARQUES DE ALMEIDA ROXANA MABE","    AR","23251006814","16,558.43","0","0","14,985.00","   S3","10.5","  1,573.43 ","0","0","0"," ARS"
"  AR01","6","2022","1100007866","160","  22.06.2022","  06.06.2022","     FA","     A","  0003A00004455","34257","MARQUES DE ALMEIDA ROXANA MABE","    AR","23251006814","2,397.85","0","0","2,170.00","   S3","10.5","  227.85 ","0","0","0"," ARS"
"  AR01","6","2022","1100007870","5435","  22.06.2022","  06.06.2022","     FA","     A","  0003A00004473","34257","MARQUES DE ALMEIDA ROXANA MABE","    AR","23251006814","12,475.44","0","0","11,290.00","   S3","10.5","  1,185.44 ","0","0","0"," ARS"
"  AR01","6","2022","1100007871","5435","  22.06.2022","  06.06.2022","     FA","     A","  0003A00004474","34257","MARQUES DE ALMEIDA ROXANA MABE","    AR","23251006814","29,647.15","0","0","26,830.00","   S3","10.5","  2,817.15 ","0","0","0"," ARS"
"  AR01","6","2022","1100007872","5435","  22.06.2022","  06.06.2022","     FA","     A","  0003A00004475","34257","MARQUES DE ALMEIDA ROXANA MABE","    AR","23251006814","9,051.05","0","0","8,191.00","   S3","10.5","  860.05 ","0","0","0"," ARS"
"  AR01","6","2022","1100007894","163","  23.06.2022","  02.06.2022","     FA","     A","  0003A00007965","34202","CULTIVOS HIDROPONICOS S.A.","    AR","30711376565","8,356.23","0","0","7,562.20","   S3","10.5","  794.03 ","0","0","0"," ARS"
"  AR01","6","2022","1100007900","162","  22.06.2022","  06.06.2022","     FA","     A","  0003A00004467","34257","MARQUES DE ALMEIDA ROXANA MABE","    AR","23251006814","9,828.97","0","0","8,895.00","   S3","10.5","  933.97 ","0","0","0"," ARS"
"  AR01","6","2022","1100007901","161","  22.06.2022","  06.06.2022","     FA","     A","  0003A00004468","34257","MARQUES DE ALMEIDA ROXANA MABE","    AR","23251006814","15,126.34","0","0","13,689.00","   S3","10.5","  1,437.34 ","0","0","0"," ARS"
"  AR01","6","2022","1100007902","160","  22.06.2022","  06.06.2022","     FA","     A","  0003A00004469","34257","MARQUES DE ALMEIDA ROXANA MABE","    AR","23251006814","15,595.43","0","0","14,113.50","   S3","10.5","  1,481.93 ","0","0","0"," ARS"
"  AR01","6","2022","1100007903","160","  22.06.2022","  06.06.2022","     FA","     A","  0003A00004470","34257","MARQUES DE ALMEIDA ROXANA MABE","    AR","23251006814","5,118.90","0","0","4,632.50","   S3","10.5","  486.40 ","0","0","0"," ARS"
"  AR01","6","2022","1100007904","160","  22.06.2022","  06.06.2022","     FA","     A","  0003A00004471","34257","MARQUES DE ALMEIDA ROXANA MABE","    AR","23251006814","3,082.95","0","0","2,790.00","   S3","10.5","  292.95 ","0","0","0"," ARS"
"  AR01","6","2022","1100007905","5430","  22.06.2022","  06.06.2022","     FA","     A","  0003A00004472","34257","MARQUES DE ALMEIDA ROXANA MABE","    AR","23251006814","10,080.36","0","0","9,122.50","   S3","10.5","  957.86 ","0","0","0"," ARS"
"  AR01","6","2022","1100007906","162","  23.06.2022","  04.06.2022","     FA","     A","  0002A00055908","41154","ADRIAN PEREIRA S.R.L.","    AR","30713259108","19,386.27","0","0","17,544.14","   S3","10.5","  1,842.13 ","0","0","0"," ARS"
"  AR01","6","2022","1100007907","5435","  23.06.2022","  04.06.2022","     FA","     A","  0002A00055907","41154","ADRIAN PEREIRA S.R.L.","    AR","30713259108","0","0","0","5,499.45","   S3","10.5","  577.44 ","0","0","0"," ARS"
"  AR01","6","2022","1100007935","9509","  08.06.2022","  21.02.2022","     NC","     A","  0010A00016582","34092","VIAJES EL CORTE INGLES ARGENTI","    AR","30709285633","0","0","0","-6,161.84","   S3","10.5","- 646.99 ","0","0","0"," ARS"
"  AR01","6","2022","1100007938","9509","  08.06.2022","  20.05.2022","     NC","     A","  0010A00016664","34092","VIAJES EL CORTE INGLES ARGENTI","    AR","30709285633","0","0","0","-6,161.84","   S3","10.5","- 646.99 ","0","0","0"," ARS"
"  AR01","6","2022","1100007962","5435","  27.06.2022","  24.05.2022","     FA","     A","  0015A00137782","33971","DISTRIBUIDORA BLANCALUNA SA","    AR","30690172239","0","0","0","1,091.66","   S3","10.5","  114.62 ","0","0","0"," ARS"
"  AR01","6","2022","1100007963","5435","  27.06.2022","  31.05.2022","     FA","     A","  0015A00138930","33971","DISTRIBUIDORA BLANCALUNA SA","    AR","30690172239","0","0","0","1,422.47","   S3","10.5","  149.36 ","0","0","0"," ARS"
"  AR01","6","2022","1100007966","5435","  27.06.2022","  02.06.2022","     FA","     A","  0015A00139470","33971","DISTRIBUIDORA BLANCALUNA SA","    AR","30690172239","0","0","0","2,630.21","   S3","10.5","  276.17 ","0","0","0"," ARS"
"  AR01","6","2022","1100007975","5430","  27.06.2022","  26.05.2022","     FA","     A","  0015A00138036","33971","DISTRIBUIDORA BLANCALUNA SA","    AR","30690172239","0","0","0","676.7","   S3","10.5","  71.05 ","0","0","0"," ARS"
"  AR01","6","2022","1100007978","5430","  27.06.2022","  23.05.2022","     FA","     A","  0015A00137483","33971","DISTRIBUIDORA BLANCALUNA SA","    AR","30690172239","0","0","0","1,092.00","   S3","10.5","  114.62 ","0","0","0"," ARS"
"  AR01","6","2022","1100007984","5430","  27.06.2022","  23.05.2022","     FA","     A","  0013A00113691","33987","SERVIFRIO S.A.","    AR","30699661054","0","0","0","4,749.70","   S3","10.5","  498.72 ","0","0","0"," ARS"
"  AR01","6","2022","1100007987","5430","  27.06.2022","  24.05.2022","     FA","     A","  0013A00114073","33987","SERVIFRIO S.A.","    AR","30699661054","0","0","0","4,486.26","   S3","10.5","  471.06 ","0","0","0"," ARS"
"  AR01","6","2022","1100007998","169","  26.06.2022","  23.05.2022","     FA","     A","  0013A00010612","36191","MOTORES Y MATERIALES ELECTRICO","    AR","30556626843","4,970.86","0","0","1,824.47","   S3","10.5","  191.57 ","0","0","0"," ARS"
"  AR01","6","2022","1100007999","169","  26.06.2022","  02.06.2022","     FA","     A","  0069A00005613","34057","ANDRES MERINO PINTURERIAS S.A.","    AR","30708591447","9,984.85","0","0","8,224.18","   S3","10.5","  863.54 ","0","0","0"," ARS"
"  AR01","6","2022","1100008016","169","  28.06.2022","  06.06.2022","     FA","     A","  0002A00004525","34004","SERGIO ALEJANDRO DE PAZ","    AR","20171731179","29,929.47","0","0","27,085.49","   S3","10.5","  2,843.98 ","0","0","0"," ARS"
"  AR01","6","2022","1100008017","169","  28.06.2022","  06.06.2022","     FA","     A","  0002A00004526","34004","SERGIO ALEJANDRO DE PAZ","    AR","20171731179","9,003.55","0","0","8,148.01","   S3","10.5","  855.54 ","0","0","0"," ARS"
"  AR01","6","2022","1100008024","169","  28.06.2022","  06.06.2022","     FA","     A","  0002A00004524","34004","SERGIO ALEJANDRO DE PAZ","    AR","20171731179","19,787.01","0","0","7,525.98","   S3","10.5","  790.23 ","0","0","0"," ARS"
"  AR01","6","2022","1100008027","5430","  28.06.2022","  08.06.2022","     FA","     A","  0002A00056000","41154","ADRIAN PEREIRA S.R.L.","    AR","30713259108","21,784.53","0","0","19,714.51","   S3","10.5","  2,070.02 ","0","0","0"," ARS"
"  AR01","6","2022","1100008028","160","  28.06.2022","  08.06.2022","     FA","     A","  0002A00055999","41154","ADRIAN PEREIRA S.R.L.","    AR","30713259108","0","0","0","5,499.45","   S3","10.5","  577.44 ","0","0","0"," ARS"
"  AR01","6","2022","1100008029","161","  28.06.2022","  08.06.2022","     FA","     A","  0002A00055997","41154","ADRIAN PEREIRA S.R.L.","    AR","30713259108","32,563.75","0","0","29,469.46","   S3","10.5","  3,094.29 ","0","0","0"," ARS"
"  AR01","6","2022","1100008038","160","  28.06.2022","  09.06.2022","     FA","     A","  0003A00004554","34257","MARQUES DE ALMEIDA ROXANA MABE","    AR","23251006814","9,171.51","0","0","8,300.01","   S3","10.5","  871.50 ","0","0","0"," ARS"
"  AR01","6","2022","1100008039","160","  28.06.2022","  09.06.2022","     FA","     A","  0003A00004555","34257","MARQUES DE ALMEIDA ROXANA MABE","    AR","23251006814","3,530.48","0","0","3,195.00","   S3","10.5","  335.48 ","0","0","0"," ARS"
"  AR01","6","2022","1100008040","5435","  28.06.2022","  09.06.2022","     FA","     A","  0003A00004556","34257","MARQUES DE ALMEIDA ROXANA MABE","    AR","23251006814","10,359.38","0","0","9,375.00","   S3","10.5","  984.38 ","0","0","0"," ARS"
"  AR01","6","2022","1100008041","5435","  28.06.2022","  09.06.2022","     FA","     A","  0003A00004557","34257","MARQUES DE ALMEIDA ROXANA MABE","    AR","23251006814","22,917.70","0","0","20,740.00","   S3","10.5","  2,177.70 ","0","0","0"," ARS"
"  AR01","6","2022","1100008042","5435","  28.06.2022","  09.06.2022","     FA","     A","  0003A00004521","34257","MARQUES DE ALMEIDA ROXANA MABE","    AR","23251006814","20,553.00","0","0","18,600.00","   S3","10.5","  1,953.00 ","0","0","0"," ARS"
"  AR01","6","2022","1100008043","5433","  28.06.2022","  09.06.2022","     FA","     A","  0003A00004522","34257","MARQUES DE ALMEIDA ROXANA MABE","    AR","23251006814","7,480.85","0","0","6,770.00","   S3","10.5","  710.85 ","0","0","0"," ARS"
"  AR01","6","2022","1100008044","160","  28.06.2022","  09.06.2022","     FA","     A","  0003A00004545","34257","MARQUES DE ALMEIDA ROXANA MABE","    AR","23251006814","6,320.60","0","0","5,720.00","   S3","10.5","  600.60 ","0","0","0"," ARS"
"  AR01","6","2022","1100008045","160","  28.06.2022","  09.06.2022","     FA","     A","  0003A00004546","34257","MARQUES DE ALMEIDA ROXANA MABE","    AR","23251006814","11,138.40","0","0","10,080.00","   S3","10.5","  1,058.40 ","0","0","0"," ARS"
"  AR01","6","2022","1100008046","5433","  28.06.2022","  09.06.2022","     FA","     A","  0003A00004547","34257","MARQUES DE ALMEIDA ROXANA MABE","    AR","23251006814","5,393.50","0","0","4,880.99","   S3","10.5","  512.51 ","0","0","0"," ARS"
"  AR01","6","2022","1100008047","5433","  28.06.2022","  09.06.2022","     FA","     A","  0003A00004548","34257","MARQUES DE ALMEIDA ROXANA MABE","    AR","23251006814","24,348.68","0","0","22,035.00","   S3","10.5","  2,313.68 ","0","0","0"," ARS"
"  AR01","6","2022","1100008048","5433","  28.06.2022","  09.06.2022","     FA","     A","  0003A00004549","34257","MARQUES DE ALMEIDA ROXANA MABE","    AR","23251006814","1,469.65","0","0","1,330.00","   S3","10.5","  139.65 ","0","0","0"," ARS"
"  AR01","6","2022","1100008049","5435","  28.06.2022","  09.06.2022","     FA","     A","  0003A00004550","34257","MARQUES DE ALMEIDA ROXANA MABE","    AR","23251006814","17,768.39","0","0","16,079.99","   S3","10.5","  1,688.40 ","0","0","0"," ARS"
"  AR01","6","2022","1100008050","5435","  28.06.2022","  09.06.2022","     FA","     A","  0003A00004551","34257","MARQUES DE ALMEIDA ROXANA MABE","    AR","23251006814","8,577.00","0","0","7,761.99","   S3","10.5","  815.01 ","0","0","0"," ARS"
"  AR01","6","2022","1100008051","161","  28.06.2022","  09.06.2022","     FA","     A","  0003A00004553","34257","MARQUES DE ALMEIDA ROXANA MABE","    AR","23251006814","10,028.99","0","0","9,076.01","   S3","10.5","  952.98 ","0","0","0"," ARS"
"  AR01","6","2022","1100008052","161","  28.06.2022","  09.06.2022","     FA","     A","  0003A00004542","34257","MARQUES DE ALMEIDA ROXANA MABE","    AR","23251006814","5,042.11","0","0","4,562.99","   S3","10.5","  479.12 ","0","0","0"," ARS"
"  AR01","6","2022","1100008053","161","  28.06.2022","  09.06.2022","     FA","     A","  0003A00004541","34257","MARQUES DE ALMEIDA ROXANA MABE","    AR","23251006814","7,038.84","0","0","6,369.99","   S3","10.5","  668.85 ","0","0","0"," ARS"
"  AR01","6","2022","1100008062","161","  28.06.2022","  09.06.2022","     FA","     A","  0003A00004527","34257","MARQUES DE ALMEIDA ROXANA MABE","    AR","23251006814","13,816.93","0","0","12,504.01","   S3","10.5","  1,312.92 ","0","0","0"," ARS"
"  AR01","6","2022","1100008063","161","  28.06.2022","  09.06.2022","     FA","     A","  0003A00004528","34257","MARQUES DE ALMEIDA ROXANA MABE","    AR","23251006814","7,138.30","0","0","6,460.00","   S3","10.5","  678.30 ","0","0","0"," ARS"
"  AR01","6","2022","1100008064","160","  28.06.2022","  09.06.2022","     FA","     A","  0003A00004529","34257","MARQUES DE ALMEIDA ROXANA MABE","    AR","23251006814","15,790.46","0","0","14,290.01","   S3","10.5","  1,500.45 ","0","0","0"," ARS"
"  AR01","6","2022","1100008065","160","  28.06.2022","  09.06.2022","     FA","     A","  0003A00004530","34257","MARQUES DE ALMEIDA ROXANA MABE","    AR","23251006814","5,663.12","0","0","5,124.99","   S3","10.5","  538.13 ","0","0","0"," ARS"
"  AR01","6","2022","1100008066","5430","  28.06.2022","  09.06.2022","     FA","     A","  0003A00004533","34257","MARQUES DE ALMEIDA ROXANA MABE","    AR","23251006814","10,979.28","0","0","9,936.00","   S3","10.5","  1,043.28 ","0","0","0"," ARS"
"  AR01","6","2022","1100008067","162","  28.06.2022","  09.06.2022","     FA","     A","  0003A00004534","34257","MARQUES DE ALMEIDA ROXANA MABE","    AR","23251006814","11,425.70","0","0","10,340.00","   S3","10.5","  1,085.70 ","0","0","0"," ARS"
"  AR01","6","2022","1100008068","5435","  28.06.2022","  09.06.2022","     FA","     A","  0003A00004535","34257","MARQUES DE ALMEIDA ROXANA MABE","    AR","23251006814","12,381.51","0","0","11,205.00","   S3","10.5","  1,176.51 ","0","0","0"," ARS"
"  AR01","6","2022","1100008069","5435","  28.06.2022","  09.06.2022","     FA","     A","  0003A00004536","34257","MARQUES DE ALMEIDA ROXANA MABE","    AR","23251006814","4,165.85","0","0","3,770.00","   S3","10.5","  395.85 ","0","0","0"," ARS"
"  AR01","6","2022","1100008070","161","  28.06.2022","  09.06.2022","     FA","     A","  0003A00004540","34257","MARQUES DE ALMEIDA ROXANA MABE","    AR","23251006814","1,538.16","0","0","1,392.00","   S3","10.5","  146.16 ","0","0","0"," ARS"
"  AR01","6","2022","1100008071","5433","  28.06.2022","  09.06.2022","     FA","     A","  0003A00004523","34257","MARQUES DE ALMEIDA ROXANA MABE","    AR","23251006814","22,886.76","0","0","20,712.00","   S3","10.5","  2,174.76 ","0","0","0"," ARS"
"  AR01","6","2022","1100008072","5430","  28.06.2022","  09.06.2022","     FA","     A","  0003A00004526","34257","MARQUES DE ALMEIDA ROXANA MABE","    AR","23251006814","3,966.95","0","0","3,590.00","   S3","10.5","  376.95 ","0","0","0"," ARS"
"  AR01","6","2022","1100008100","162","  28.06.2022","  08.06.2022","     FA","     A","  0004A00043917","34211","DISTRIBUIDORA TODO CARNE S.A.","    AR","30711727147","23,780.47","0","0","21,520.79","   S3","10.5","  2,259.68 ","0","0","0"," ARS"
"  AR01","6","2022","1100008101","160","  28.06.2022","  08.06.2022","     FA","     A","  0004A00043920","34211","DISTRIBUIDORA TODO CARNE S.A.","    AR","30711727147","23,696.75","0","0","21,445.02","   S3","10.5","  2,251.73 ","0","0","0"," ARS"
"  AR01","6","2022","1100008164","5430","  28.06.2022","  09.06.2022","     FA","     A","  0002A00056030","41154","ADRIAN PEREIRA S.R.L.","    AR","30713259108","52,010.10","0","0","47,067.96","   S3","10.5","  4,942.14 ","0","0","0"," ARS"
"  AR01","6","2022","1100008165","5430","  28.06.2022","  09.06.2022","     FA","     A","  0002A00056028","41154","ADRIAN PEREIRA S.R.L.","    AR","30713259108","53,796.42","0","0","48,684.54","   S3","10.5","  5,111.88 ","0","0","0"," ARS"
"  AR01","6","2022","1100008189","162","  28.06.2022","  09.06.2022","     FA","     A","  0002A00056027","41154","ADRIAN PEREIRA S.R.L.","    AR","30713259108","0","0","0","21,430.99","   S3","10.5","  2,250.25 ","0","0","0"," ARS"
"  AR01","6","2022","8000129742","164","  01.06.2022","  23.05.2022","",""," VI/CR 17.05.2022","","","","","0","0","0","1,425.05","   S3","10.5","  149.63 ","-1,574.68","0","0"," ARS"
"  AR01","6","2022","8000132239","163","  01.06.2022","  26.05.2022","",""," VI/CR 22.05.2022","","","","","0","0","0","9,421.24","   S3","10.5","  989.23 ","-10,551.79","0","0"," ARS"
"  AR01","6","2022","8000132240","164","  01.06.2022","  24.05.2022","",""," VI/CR 19.05.2022","","","","","0","0","0","776.1","   S3","10.5","  81.49 ","-857.59","0","0"," ARS"
"  AR01","6","2022","8000132618","164","  01.06.2022","  26.05.2022","",""," VI/CR 21.05.2022","","","","","0","0","0","8,068.29","   S3","10.5","  847.17 ","-9,036.48","0","0"," ARS"
"  AR01","6","2022","8000137305","163","  01.06.2022","  30.05.2022","",""," VI/CR 24.05.2022","","","","","0","0","0","6,031.05","   S3","10.5","  633.26 ","-6,754.77","0","0"," ARS"
"  AR01","6","2022","8000137592","164","  01.06.2022","  30.05.2022","",""," VI/CR 25.05.2022","","","","","0","0","0","2,223.81","   S3","10.5","  233.50 ","-2,457.31","0","0"," ARS"
"  AR01","6","2022","8000139127","163","  01.06.2022","  01.06.2022","",""," VI/CR 30.05.2022","","","","","0","0","0","10,335.14","   S3","10.5","  1,085.19 ","-11,575.36","0","0"," ARS"
"  AR01","6","2022","8000143132","164","  02.06.2022","  02.06.2022","",""," VI/CR 30.05.2022","","","","","0","0","0","6,158.00","   S3","10.5","  646.59 ","-6,896.96","0","0"," ARS"
"  AR01","6","2022","8000150238","163","  08.06.2022","  08.06.2022","",""," VI/CR 01.06.2022","","","","","0","0","0","411.9","   S3","10.5","  43.25 ","-455.15","0","0"," ARS"
"  AR01","6","2022","8000153768","163","  13.06.2022","  13.06.2022","",""," VI/CR 08.06.2022","","","","","0","0","0","4,367.71","   S3","10.5","  458.61 ","-4,891.84","0","0"," ARS"
"  AR01","6","2022","8000155670","163","  14.06.2022","  14.06.2022","",""," VI/CR 09.06.2022","","","","","0","0","0","6,765.52","   S3","10.5","  710.38 ","-7,577.38","0","0"," ARS"
"  AR01","6","2022","1100002944","163","  01.06.2022","  11.03.2022","     FA","     A","  0005A00000874","74748","PODIO REFRIGERACION SRL","    AR","30713188405","30,891.30","0","0","25,530.00","   S1","21","  5,361.30 ","0","0","0"," ARS"
"  AR01","6","2022","1100003436","161","  01.06.2022","  12.11.2021","     FA","     A","  0006A00035140","33977","OTIS ARGENTINA S.A.","    AR","30516960724","0","0","0","10,035.00","   S1","21","  2,107.35 ","0","0","0"," ARS"
"  AR01","6","2022","1100003466","161","  01.06.2022","  13.10.2021","     FA","     A","  0006A00034720","33977","OTIS ARGENTINA S.A.","    AR","30516960724","0","0","0","11,940.00","   S1","21","  2,507.40 ","0","0","0"," ARS"
"  AR01","6","2022","1100003766","160","  17.06.2022","  28.03.2022","     FA","     A","  0011A00195818","40240","MAILCAR SRL","    AR","30705463367","0","0","0","750","   S1","21","  157.50 ","0","0","0"," ARS"
"  AR01","6","2022","1100003837","160","  02.06.2022","  25.03.2022","     FA","     A","  9407A04620802","33525","CERVECERIA Y MALT.QUILMES S.A.","    AR","33508358259","0","0","0","6,918.58","   S1","21","  1,452.90 ","0","0","0"," ARS"
"  AR01","6","2022","1100004306","5430","  18.06.2022","  08.04.2022","     NC","     A","  0004A00000944","34178","DEL YESSO SEBASTIAN","    AR","20251289078","-3,149.93","0","0","-2,603.25","   S1","21","- 546.68 ","0","0","0"," ARS"
"  AR01","6","2022","1100004956","160","  01.06.2022","  06.04.2022","     FA","     A","  0041A00427756","34001","VERONICA S.A.","    AR","30500979824","0","0","0","13,605.97","   S1","21","  2,857.25 ","0","0","0"," ARS"
"  AR01","6","2022","1100005631","9509","  07.06.2022","  03.05.2022","     FA","     A","  8000A00002299","48024","CONSENSUS ARGENTINA SA","    AR","30707964606","21,235.50","0","0","17,550.00","   S1","21","  3,685.50 ","0","0","0"," ARS"
"  AR01","6","2022","1100005716","5433","  15.06.2022","  26.04.2022","     FA","     A","  0609A00564658","33957","COCA COLA FEMSA DE BS AS S.A.","    AR","30525390086","0","0","0","52,196.13","   S1","21","  10,961.19 ","0","0","0"," ARS"
"  AR01","6","2022","1100005929","5435","  06.06.2022","  30.04.2022","     FA","     A","  0005A00103336","73354","RANDSTAD ARGENTINA S A","    AR","30700480239","194,005.24","0","0","160,334.91","   S1","21","  33,670.33 ","0","0","0"," ARS"
"  AR01","6","2022","1100005974","164","  01.06.2022","  07.05.2022","     FA","     A","  0005A00000975","74748","PODIO REFRIGERACION SRL","    AR","30713188405","32,065.00","0","0","26,500.00","   S1","21","  5,565.00 ","0","0","0"," ARS"
"  AR01","6","2022","1100006007","169","  01.06.2022","  06.05.2022","     FA","     A","  0001A00000099","74978","TODO VERDE S.A.S.","    AR","30717328716","5,729.35","0","0","4,735.00","   S1","21","  994.35 ","0","0","0"," ARS"
"  AR01","6","2022","1100006008","169","  01.06.2022","  06.05.2022","     FA","     A","  0001A00000100","74978","TODO VERDE S.A.S.","    AR","30717328716","10,000.00","0","0","8,264.46","   S1","21","  1,735.54 ","0","0","0"," ARS"
"  AR01","6","2022","1100006009","169","  01.06.2022","  05.05.2022","     FA","     A","  0002A00004405","34004","SERGIO ALEJANDRO DE PAZ","    AR","20171731179","0","0","0","8,280.00","   S1","21","  1,738.80 ","0","0","0"," ARS"
"  AR01","6","2022","1100006018","169","  01.06.2022","  04.05.2022","     FA","     A","  1008A00018460","53061","ROVLAN S.A.","    AR","30711379521","44,657.72","0","0","36,455.28","   S1","21","  7,655.61 ","0","0","0"," ARS"
"  AR01","6","2022","1100006019","169","  01.06.2022","  04.05.2022","     FA","     A","  1008A00018459","53061","ROVLAN S.A.","    AR","30711379521","34,988.94","0","0","28,562.40","   S1","21","  5,998.10 ","0","0","0"," ARS"
"  AR01","6","2022","1100006027","160","  01.06.2022","  06.05.2022","     FA","     A","  0016A00133147","33991","TAMALLANCOS S.A.","    AR","33643235949","0","0","0","4,790.00","   S1","21","  1,005.90 ","0","0","0"," ARS"
"  AR01","6","2022","1100006035","5433","  14.06.2022","  06.05.2022","     FA","     A","  0015A00015737","34027","EGOX SRL","    AR","30560260233","62,799.00","0","0","51,900.00","   S1","21","  10,899.00 ","0","0","0"," ARS"
"  AR01","6","2022","1100006047","5430","  01.06.2022","  27.04.2022","     FA","     A","  0002A00321015","33979","PASTA FACTORY S.A.","    AR","30661070559","0","0","0","2,977.08","   S1","21","  625.19 ","0","0","0"," ARS"
"  AR01","6","2022","1100006048","5435","  01.06.2022","  27.04.2022","     FA","     A","  0002A00321016","33979","PASTA FACTORY S.A.","    AR","30661070559","0","0","0","22,504.62","   S1","21","  4,725.98 ","0","0","0"," ARS"
"  AR01","6","2022","1100006049","5435","  01.06.2022","  28.04.2022","     FA","     A","  0002A00321172","33979","PASTA FACTORY S.A.","    AR","30661070559","0","0","0","8,624.00","   S1","21","  1,811.04 ","0","0","0"," ARS"
"  AR01","6","2022","1100006050","162","  01.06.2022","  29.04.2022","     FA","     A","  0002A00321293","33979","PASTA FACTORY S.A.","    AR","30661070559","0","0","0","4,448.04","   S1","21","  934.09 ","0","0","0"," ARS"
"  AR01","6","2022","1100006051","160","  01.06.2022","  02.05.2022","     FA","     A","  0002A00321560","33979","PASTA FACTORY S.A.","    AR","30661070559","0","0","0","6,292.26","   S1","21","  1,321.38 ","0","0","0"," ARS"
"  AR01","6","2022","1100006052","161","  01.06.2022","  03.05.2022","     FA","     A","  0002A00321684","33979","PASTA FACTORY S.A.","    AR","30661070559","0","0","0","6,029.36","   S1","21","  1,266.17 ","0","0","0"," ARS"
"  AR01","6","2022","1100006053","160","  01.06.2022","  25.04.2022","     FA","     A","  0002A00320761","33979","PASTA FACTORY S.A.","    AR","30661070559","0","0","0","2,587.20","   S1","21","  543.32 ","0","0","0"," ARS"
"  AR01","6","2022","1100006054","5430","  01.06.2022","  25.04.2022","     FA","     A","  0002A00320760","33979","PASTA FACTORY S.A.","    AR","30661070559","0","0","0","2,609.80","   S1","21","  548.06 ","0","0","0"," ARS"
"  AR01","6","2022","1100006055","162","  01.06.2022","  26.04.2022","     FA","     A","  0002A00320888","33979","PASTA FACTORY S.A.","    AR","30661070559","0","0","0","3,217.28","   S1","21","  675.63 ","0","0","0"," ARS"
"  AR01","6","2022","1100006056","5433","  01.06.2022","  27.04.2022","     FA","     A","  0002A00321014","33979","PASTA FACTORY S.A.","    AR","30661070559","0","0","0","6,802.84","   S1","21","  1,428.60 ","0","0","0"," ARS"
"  AR01","6","2022","1100006057","5435","  01.06.2022","  04.05.2022","     FA","     A","  0002A00321817","33979","PASTA FACTORY S.A.","    AR","30661070559","0","0","0","5,185.40","   S1","21","  1,088.94 ","0","0","0"," ARS"
"  AR01","6","2022","1100006058","5433","  01.06.2022","  04.05.2022","     FA","     A","  0002A00321818","33979","PASTA FACTORY S.A.","    AR","30661070559","0","0","0","6,887.90","   S1","21","  1,446.48 ","0","0","0"," ARS"
"  AR01","6","2022","1100006059","5430","  01.06.2022","  09.05.2022","     FA","     A","  0003A00001013","51335","JULIA INES FERRAMOSCA","    AR","27233276168","61,153.40","0","0","50,540.00","   S1","21","  10,613.40 ","0","0","0"," ARS"
"  AR01","6","2022","1100006060","161","  01.06.2022","  09.05.2022","     FA","     A","  0003A00001012","51335","JULIA INES FERRAMOSCA","    AR","27233276168","5,033.60","0","0","4,160.00","   S1","21","  873.60 ","0","0","0"," ARS"
"  AR01","6","2022","1100006079","5433","  01.06.2022","  14.02.2022","     FA","     A","  0009A00001526","71740","JUGO PRESS SA","    AR","30715395343","15,197.60","0","0","12,560.00","   S1","21","  2,637.60 ","0","0","0"," ARS"
"  AR01","6","2022","1100006080","5433","  01.06.2022","  07.02.2022","     FA","     A","  0009A00001364","71740","JUGO PRESS SA","    AR","30715395343","11,398.20","0","0","9,420.00","   S1","21","  1,978.20 ","0","0","0"," ARS"
"  AR01","6","2022","1100006081","5433","  01.06.2022","  18.01.2022","     FA","     A","  0009A00000933","71740","JUGO PRESS SA","    AR","30715395343","8,221.95","0","0","6,795.00","   S1","21","  1,426.95 ","0","0","0"," ARS"
